alcaldia,localidad,sexo,rango_edad,poblacion
MILPA ALTA,San Pedro Atocpan,Hombre,r) 85 años y más,14
MILPA ALTA,San Pedro Atocpan,Mujer,a) 0 a 4 años,319
MILPA ALTA,San Pedro Atocpan,Mujer,b) 5 a 9 años,370
MILPA ALTA,San Pedro Atocpan,Mujer,c) 10 a 14 años,354
MILPA ALTA,San Pedro Atocpan,Mujer,d) 15 a 19 años,367
MILPA ALTA,San Pedro Atocpan,Mujer,e) 20 a 24 años,400
MILPA ALTA,San Pedro Atocpan,Mujer,f) 25 a 29 años,408
MILPA ALTA,San Pedro Atocpan,Mujer,g) 30 a 34 años,375
MILPA ALTA,San Pedro Atocpan,Mujer,h) 35 a 39 años,372
MILPA ALTA,San Pedro Atocpan,Mujer,i) 40 a 44 años,285
MILPA ALTA,San Pedro Atocpan,Mujer,j) 45 a 49 años,297
MILPA ALTA,San Pedro Atocpan,Mujer,k) 50 a 54 años,294
MILPA ALTA,San Pedro Atocpan,Mujer,l) 55 a 59 años,244
MILPA ALTA,San Pedro Atocpan,Mujer,m) 60 a 64 años,213
MILPA ALTA,San Pedro Atocpan,Mujer,n) 65 a 69 años,125
MILPA ALTA,San Pedro Atocpan,Mujer,o) 70 a 74 años,129
MILPA ALTA,San Pedro Atocpan,Mujer,p) 75 a 79 años,70
MILPA ALTA,San Pedro Atocpan,Mujer,q) 80 a 84 años,45
MILPA ALTA,San Pedro Atocpan,Mujer,r) 85 años y más,38
MILPA ALTA,San Salvador Cuauhtenco,Hombre,a) 0 a 4 años,583
MILPA ALTA,San Salvador Cuauhtenco,Hombre,b) 5 a 9 años,717
MILPA ALTA,San Salvador Cuauhtenco,Hombre,c) 10 a 14 años,747
MILPA ALTA,San Salvador Cuauhtenco,Hombre,d) 15 a 19 años,781
MILPA ALTA,San Salvador Cuauhtenco,Hombre,e) 20 a 24 años,794
MILPA ALTA,San Salvador Cuauhtenco,Hombre,f) 25 a 29 años,744
MILPA ALTA,San Salvador Cuauhtenco,Hombre,g) 30 a 34 años,596
MILPA ALTA,San Salvador Cuauhtenco,Hombre,h) 35 a 39 años,515
MILPA ALTA,San Salvador Cuauhtenco,Hombre,i) 40 a 44 años,499
MILPA ALTA,San Salvador Cuauhtenco,Hombre,j) 45 a 49 años,552
MILPA ALTA,San Salvador Cuauhtenco,Hombre,k) 50 a 54 años,477
MILPA ALTA,San Salvador Cuauhtenco,Hombre,l) 55 a 59 años,410
MILPA ALTA,San Salvador Cuauhtenco,Hombre,m) 60 a 64 años,295
MILPA ALTA,San Salvador Cuauhtenco,Hombre,n) 65 a 69 años,209
MILPA ALTA,San Salvador Cuauhtenco,Hombre,o) 70 a 74 años,109
MILPA ALTA,San Salvador Cuauhtenco,Hombre,p) 75 a 79 años,84
MILPA ALTA,San Salvador Cuauhtenco,Hombre,q) 80 a 84 años,36
MILPA ALTA,San Salvador Cuauhtenco,Hombre,r) 85 años y más,30
MILPA ALTA,San Salvador Cuauhtenco,Mujer,a) 0 a 4 años,558
MILPA ALTA,San Salvador Cuauhtenco,Mujer,b) 5 a 9 años,714
MILPA ALTA,San Salvador Cuauhtenco,Mujer,c) 10 a 14 años,702
MILPA ALTA,San Salvador Cuauhtenco,Mujer,d) 15 a 19 años,759
MILPA ALTA,San Salvador Cuauhtenco,Mujer,e) 20 a 24 años,810
MILPA ALTA,San Salvador Cuauhtenco,Mujer,f) 25 a 29 años,761
MILPA ALTA,San Salvador Cuauhtenco,Mujer,g) 30 a 34 años,677
MILPA ALTA,San Salvador Cuauhtenco,Mujer,h) 35 a 39 años,590
MILPA ALTA,San Salvador Cuauhtenco,Mujer,i) 40 a 44 años,608
MILPA ALTA,San Salvador Cuauhtenco,Mujer,j) 45 a 49 años,581
MILPA ALTA,San Salvador Cuauhtenco,Mujer,k) 50 a 54 años,579
MILPA ALTA,San Salvador Cuauhtenco,Mujer,l) 55 a 59 años,448
MILPA ALTA,San Salvador Cuauhtenco,Mujer,m) 60 a 64 años,311
MILPA ALTA,San Salvador Cuauhtenco,Mujer,n) 65 a 69 años,210
MILPA ALTA,San Salvador Cuauhtenco,Mujer,o) 70 a 74 años,161
MILPA ALTA,San Salvador Cuauhtenco,Mujer,p) 75 a 79 años,85
MILPA ALTA,San Salvador Cuauhtenco,Mujer,q) 80 a 84 años,53
MILPA ALTA,San Salvador Cuauhtenco,Mujer,r) 85 años y más,55
MILPA ALTA,Santa Ana Tlacotenco,Hombre,a) 0 a 4 años,332
MILPA ALTA,Santa Ana Tlacotenco,Hombre,b) 5 a 9 años,462
MILPA ALTA,Santa Ana Tlacotenco,Hombre,c) 10 a 14 años,555
MILPA ALTA,Santa Ana Tlacotenco,Hombre,d) 15 a 19 años,496
MILPA ALTA,Santa Ana Tlacotenco,Hombre,e) 20 a 24 años,473
MILPA ALTA,Santa Ana Tlacotenco,Hombre,f) 25 a 29 años,487
MILPA ALTA,Santa Ana Tlacotenco,Hombre,g) 30 a 34 años,381
MILPA ALTA,Santa Ana Tlacotenco,Hombre,h) 35 a 39 años,408
MILPA ALTA,Santa Ana Tlacotenco,Hombre,i) 40 a 44 años,384
MILPA ALTA,Santa Ana Tlacotenco,Hombre,j) 45 a 49 años,355
MILPA ALTA,Santa Ana Tlacotenco,Hombre,k) 50 a 54 años,321
MILPA ALTA,Santa Ana Tlacotenco,Hombre,l) 55 a 59 años,266
MILPA ALTA,Santa Ana Tlacotenco,Hombre,m) 60 a 64 años,223
MILPA ALTA,Santa Ana Tlacotenco,Hombre,n) 65 a 69 años,151
MILPA ALTA,Santa Ana Tlacotenco,Hombre,o) 70 a 74 años,123
MILPA ALTA,Santa Ana Tlacotenco,Hombre,p) 75 a 79 años,85
MILPA ALTA,Santa Ana Tlacotenco,Hombre,q) 80 a 84 años,50
MILPA ALTA,Santa Ana Tlacotenco,Hombre,r) 85 años y más,37
MILPA ALTA,Santa Ana Tlacotenco,Mujer,a) 0 a 4 años,417
MILPA ALTA,Santa Ana Tlacotenco,Mujer,b) 5 a 9 años,429
MILPA ALTA,Santa Ana Tlacotenco,Mujer,c) 10 a 14 años,498
MILPA ALTA,Santa Ana Tlacotenco,Mujer,d) 15 a 19 años,494
MILPA ALTA,Santa Ana Tlacotenco,Mujer,e) 20 a 24 años,505
MILPA ALTA,Santa Ana Tlacotenco,Mujer,f) 25 a 29 años,481
MILPA ALTA,Santa Ana Tlacotenco,Mujer,g) 30 a 34 años,497
MILPA ALTA,Santa Ana Tlacotenco,Mujer,h) 35 a 39 años,474
MILPA ALTA,Santa Ana Tlacotenco,Mujer,i) 40 a 44 años,461
MILPA ALTA,Santa Ana Tlacotenco,Mujer,j) 45 a 49 años,395
MILPA ALTA,Santa Ana Tlacotenco,Mujer,k) 50 a 54 años,399
MILPA ALTA,Santa Ana Tlacotenco,Mujer,l) 55 a 59 años,315
MILPA ALTA,Santa Ana Tlacotenco,Mujer,m) 60 a 64 años,238
MILPA ALTA,Santa Ana Tlacotenco,Mujer,n) 65 a 69 años,190
MILPA ALTA,Santa Ana Tlacotenco,Mujer,o) 70 a 74 años,138
MILPA ALTA,Santa Ana Tlacotenco,Mujer,p) 75 a 79 años,74
MILPA ALTA,Santa Ana Tlacotenco,Mujer,q) 80 a 84 años,64
MILPA ALTA,Santa Ana Tlacotenco,Mujer,r) 85 años y más,57
MILPA ALTA,Cruztitla,Hombre,a) 0 a 4 años,41
MILPA ALTA,Cruztitla,Hombre,b) 5 a 9 años,66
MILPA ALTA,Cruztitla,Hombre,c) 10 a 14 años,54
MILPA ALTA,Cruztitla,Hombre,d) 15 a 19 años,59
MILPA ALTA,Cruztitla,Hombre,e) 20 a 24 años,51
MILPA ALTA,Cruztitla,Hombre,f) 25 a 29 años,49
MILPA ALTA,Cruztitla,Hombre,g) 30 a 34 años,32
MILPA ALTA,Cruztitla,Hombre,h) 35 a 39 años,42
MILPA ALTA,Cruztitla,Hombre,i) 40 a 44 años,40
MILPA ALTA,Cruztitla,Hombre,j) 45 a 49 años,41
MILPA ALTA,Cruztitla,Hombre,k) 50 a 54 años,31
MILPA ALTA,Cruztitla,Hombre,l) 55 a 59 años,24
MILPA ALTA,Cruztitla,Hombre,m) 60 a 64 años,12
MILPA ALTA,Cruztitla,Hombre,n) 65 a 69 años,9
MILPA ALTA,Cruztitla,Hombre,o) 70 a 74 años,7
MILPA ALTA,Cruztitla,Hombre,p) 75 a 79 años,2
MILPA ALTA,Cruztitla,Hombre,q) 80 a 84 años,0
MILPA ALTA,Cruztitla,Hombre,r) 85 años y más,3
MILPA ALTA,Cruztitla,Mujer,a) 0 a 4 años,38
MILPA ALTA,Cruztitla,Mujer,b) 5 a 9 años,48
MILPA ALTA,Cruztitla,Mujer,c) 10 a 14 años,56
MILPA ALTA,Cruztitla,Mujer,d) 15 a 19 años,50
MILPA ALTA,Cruztitla,Mujer,e) 20 a 24 años,49
MILPA ALTA,Cruztitla,Mujer,f) 25 a 29 años,49
MILPA ALTA,Cruztitla,Mujer,g) 30 a 34 años,52
MILPA ALTA,Cruztitla,Mujer,h) 35 a 39 años,36
MILPA ALTA,Cruztitla,Mujer,i) 40 a 44 años,35
MILPA ALTA,Cruztitla,Mujer,j) 45 a 49 años,43
MILPA ALTA,Cruztitla,Mujer,k) 50 a 54 años,46
MILPA ALTA,Cruztitla,Mujer,l) 55 a 59 años,21
MILPA ALTA,Cruztitla,Mujer,m) 60 a 64 años,16
MILPA ALTA,Cruztitla,Mujer,n) 65 a 69 años,10
MILPA ALTA,Cruztitla,Mujer,o) 70 a 74 años,5
MILPA ALTA,Cruztitla,Mujer,p) 75 a 79 años,3
MILPA ALTA,Cruztitla,Mujer,q) 80 a 84 años,1
MILPA ALTA,Cruztitla,Mujer,r) 85 años y más,2
MILPA ALTA,Xoctonco,Hombre,a) 0 a 4 años,17
MILPA ALTA,Xoctonco,Hombre,b) 5 a 9 años,13
MILPA ALTA,Xoctonco,Hombre,c) 10 a 14 años,19
MILPA ALTA,Xoctonco,Hombre,d) 15 a 19 años,22
MILPA ALTA,Xoctonco,Hombre,e) 20 a 24 años,22
MILPA ALTA,Xoctonco,Hombre,f) 25 a 29 años,17
MILPA ALTA,Xoctonco,Hombre,g) 30 a 34 años,16
MILPA ALTA,Xoctonco,Hombre,h) 35 a 39 años,15
MILPA ALTA,Xoctonco,Hombre,i) 40 a 44 años,11
MILPA ALTA,Xoctonco,Hombre,j) 45 a 49 años,14
MILPA ALTA,Xoctonco,Hombre,k) 50 a 54 años,8
MILPA ALTA,Xoctonco,Hombre,l) 55 a 59 años,15
MILPA ALTA,Xoctonco,Hombre,m) 60 a 64 años,5
MILPA ALTA,Xoctonco,Hombre,n) 65 a 69 años,3
MILPA ALTA,Xoctonco,Hombre,o) 70 a 74 años,1
MILPA ALTA,Xoctonco,Hombre,p) 75 a 79 años,1
MILPA ALTA,Xoctonco,Hombre,q) 80 a 84 años,0
MILPA ALTA,Xoctonco,Hombre,r) 85 años y más,2
MILPA ALTA,Xoctonco,Mujer,a) 0 a 4 años,13
MILPA ALTA,Xoctonco,Mujer,b) 5 a 9 años,21
MILPA ALTA,Xoctonco,Mujer,c) 10 a 14 años,13
MILPA ALTA,Xoctonco,Mujer,d) 15 a 19 años,22
MILPA ALTA,Xoctonco,Mujer,e) 20 a 24 años,18
MILPA ALTA,Xoctonco,Mujer,f) 25 a 29 años,14
MILPA ALTA,Xoctonco,Mujer,g) 30 a 34 años,17
MILPA ALTA,Xoctonco,Mujer,h) 35 a 39 años,19
MILPA ALTA,Xoctonco,Mujer,i) 40 a 44 años,10
MILPA ALTA,Xoctonco,Mujer,j) 45 a 49 años,12
MILPA ALTA,Xoctonco,Mujer,k) 50 a 54 años,17
MILPA ALTA,Xoctonco,Mujer,l) 55 a 59 años,7
MILPA ALTA,Xoctonco,Mujer,m) 60 a 64 años,3
MILPA ALTA,Xoctonco,Mujer,n) 65 a 69 años,4
MILPA ALTA,Xoctonco,Mujer,o) 70 a 74 años,0
MILPA ALTA,Xoctonco,Mujer,p) 75 a 79 años,0
MILPA ALTA,Xoctonco,Mujer,q) 80 a 84 años,2
MILPA ALTA,Xoctonco,Mujer,r) 85 años y más,1
MILPA ALTA,Tezompa,Hombre,a) 0 a 4 años,13
MILPA ALTA,Tezompa,Hombre,b) 5 a 9 años,9
MILPA ALTA,Tezompa,Hombre,c) 10 a 14 años,9
MILPA ALTA,Tezompa,Hombre,d) 15 a 19 años,3
MILPA ALTA,Tezompa,Hombre,e) 20 a 24 años,11
MILPA ALTA,Tezompa,Hombre,f) 25 a 29 años,15
MILPA ALTA,Tezompa,Hombre,g) 30 a 34 años,7
MILPA ALTA,Tezompa,Hombre,h) 35 a 39 años,10
MILPA ALTA,Tezompa,Hombre,i) 40 a 44 años,4
MILPA ALTA,Tezompa,Hombre,j) 45 a 49 años,6
MILPA ALTA,Tezompa,Hombre,k) 50 a 54 años,8
MILPA ALTA,Tezompa,Hombre,l) 55 a 59 años,3
MILPA ALTA,Tezompa,Hombre,m) 60 a 64 años,4
MILPA ALTA,Tezompa,Hombre,n) 65 a 69 años,2
MILPA ALTA,Tezompa,Hombre,o) 70 a 74 años,0
MILPA ALTA,Tezompa,Hombre,p) 75 a 79 años,1
MILPA ALTA,Tezompa,Hombre,q) 80 a 84 años,0
MILPA ALTA,Tezompa,Hombre,r) 85 años y más,0
MILPA ALTA,Tezompa,Mujer,a) 0 a 4 años,16
MILPA ALTA,Tezompa,Mujer,b) 5 a 9 años,11
MILPA ALTA,Tezompa,Mujer,c) 10 a 14 años,9
MILPA ALTA,Tezompa,Mujer,d) 15 a 19 años,13
MILPA ALTA,Tezompa,Mujer,e) 20 a 24 años,15
MILPA ALTA,Tezompa,Mujer,f) 25 a 29 años,10
MILPA ALTA,Tezompa,Mujer,g) 30 a 34 años,10
MILPA ALTA,Tezompa,Mujer,h) 35 a 39 años,7
MILPA ALTA,Tezompa,Mujer,i) 40 a 44 años,9
MILPA ALTA,Tezompa,Mujer,j) 45 a 49 años,3
MILPA ALTA,Tezompa,Mujer,k) 50 a 54 años,5
MILPA ALTA,Tezompa,Mujer,l) 55 a 59 años,6
MILPA ALTA,Tezompa,Mujer,m) 60 a 64 años,4
MILPA ALTA,Tezompa,Mujer,n) 65 a 69 años,1
MILPA ALTA,Tezompa,Mujer,o) 70 a 74 años,1
MILPA ALTA,Tezompa,Mujer,p) 75 a 79 años,1
MILPA ALTA,Tezompa,Mujer,q) 80 a 84 años,0
MILPA ALTA,Tezompa,Mujer,r) 85 años y más,0
MILPA ALTA,San Lorenzo Tlacoyucan,Hombre,a) 0 a 4 años,152
MILPA ALTA,San Lorenzo Tlacoyucan,Hombre,b) 5 a 9 años,189
MILPA ALTA,San Lorenzo Tlacoyucan,Hombre,c) 10 a 14 años,191
MILPA ALTA,San Lorenzo Tlacoyucan,Hombre,d) 15 a 19 años,174
MILPA ALTA,San Lorenzo Tlacoyucan,Hombre,e) 20 a 24 años,174
MILPA ALTA,San Lorenzo Tlacoyucan,Hombre,f) 25 a 29 años,178
MILPA ALTA,San Lorenzo Tlacoyucan,Hombre,g) 30 a 34 años,174
MILPA ALTA,San Lorenzo Tlacoyucan,Hombre,h) 35 a 39 años,152
MILPA ALTA,San Lorenzo Tlacoyucan,Hombre,i) 40 a 44 años,154
MILPA ALTA,San Lorenzo Tlacoyucan,Hombre,j) 45 a 49 años,125
MILPA ALTA,San Lorenzo Tlacoyucan,Hombre,k) 50 a 54 años,119
MILPA ALTA,San Lorenzo Tlacoyucan,Hombre,l) 55 a 59 años,84
MILPA ALTA,San Lorenzo Tlacoyucan,Hombre,m) 60 a 64 años,89
MILPA ALTA,San Lorenzo Tlacoyucan,Hombre,n) 65 a 69 años,50
MILPA ALTA,San Lorenzo Tlacoyucan,Hombre,o) 70 a 74 años,40
MILPA ALTA,San Lorenzo Tlacoyucan,Hombre,p) 75 a 79 años,26
MILPA ALTA,San Lorenzo Tlacoyucan,Hombre,q) 80 a 84 años,15
MILPA ALTA,San Lorenzo Tlacoyucan,Hombre,r) 85 años y más,16
MILPA ALTA,San Lorenzo Tlacoyucan,Mujer,a) 0 a 4 años,161
MILPA ALTA,San Lorenzo Tlacoyucan,Mujer,b) 5 a 9 años,190
MILPA ALTA,San Lorenzo Tlacoyucan,Mujer,c) 10 a 14 años,155
MILPA ALTA,San Lorenzo Tlacoyucan,Mujer,d) 15 a 19 años,160
MILPA ALTA,San Lorenzo Tlacoyucan,Mujer,e) 20 a 24 años,184
MILPA ALTA,San Lorenzo Tlacoyucan,Mujer,f) 25 a 29 años,196
MILPA ALTA,San Lorenzo Tlacoyucan,Mujer,g) 30 a 34 años,183
MILPA ALTA,San Lorenzo Tlacoyucan,Mujer,h) 35 a 39 años,177
MILPA ALTA,San Lorenzo Tlacoyucan,Mujer,i) 40 a 44 años,148
MILPA ALTA,San Lorenzo Tlacoyucan,Mujer,j) 45 a 49 años,133
MILPA ALTA,San Lorenzo Tlacoyucan,Mujer,k) 50 a 54 años,137
MILPA ALTA,San Lorenzo Tlacoyucan,Mujer,l) 55 a 59 años,103
MILPA ALTA,San Lorenzo Tlacoyucan,Mujer,m) 60 a 64 años,76
MILPA ALTA,San Lorenzo Tlacoyucan,Mujer,n) 65 a 69 años,66
MILPA ALTA,San Lorenzo Tlacoyucan,Mujer,o) 70 a 74 años,46
MILPA ALTA,San Lorenzo Tlacoyucan,Mujer,p) 75 a 79 años,33
MILPA ALTA,San Lorenzo Tlacoyucan,Mujer,q) 80 a 84 años,21
MILPA ALTA,San Lorenzo Tlacoyucan,Mujer,r) 85 años y más,17
MILPA ALTA,Coametzu,Hombre,a) 0 a 4 años,15
MILPA ALTA,Coametzu,Hombre,b) 5 a 9 años,17
MILPA ALTA,Coametzu,Hombre,c) 10 a 14 años,16
MILPA ALTA,Coametzu,Hombre,d) 15 a 19 años,21
MILPA ALTA,Coametzu,Hombre,e) 20 a 24 años,15
MILPA ALTA,Coametzu,Hombre,f) 25 a 29 años,11
MILPA ALTA,Coametzu,Hombre,g) 30 a 34 años,9
MILPA ALTA,Coametzu,Hombre,h) 35 a 39 años,4
MILPA ALTA,Coametzu,Hombre,i) 40 a 44 años,17
MILPA ALTA,Coametzu,Hombre,j) 45 a 49 años,11
MILPA ALTA,Coametzu,Hombre,k) 50 a 54 años,9
MILPA ALTA,Coametzu,Hombre,l) 55 a 59 años,4
MILPA ALTA,Coametzu,Hombre,m) 60 a 64 años,1
MILPA ALTA,Coametzu,Hombre,n) 65 a 69 años,1
MILPA ALTA,Coametzu,Hombre,o) 70 a 74 años,1
MILPA ALTA,Coametzu,Hombre,p) 75 a 79 años,2
MILPA ALTA,Coametzu,Hombre,q) 80 a 84 años,0
MILPA ALTA,Coametzu,Hombre,r) 85 años y más,0
MILPA ALTA,Coametzu,Mujer,a) 0 a 4 años,11
MILPA ALTA,Coametzu,Mujer,b) 5 a 9 años,14
MILPA ALTA,Coametzu,Mujer,c) 10 a 14 años,17
MILPA ALTA,Coametzu,Mujer,d) 15 a 19 años,17
MILPA ALTA,Coametzu,Mujer,e) 20 a 24 años,17
MILPA ALTA,Coametzu,Mujer,f) 25 a 29 años,13
MILPA ALTA,Coametzu,Mujer,g) 30 a 34 años,8
MILPA ALTA,Coametzu,Mujer,h) 35 a 39 años,12
MILPA ALTA,Coametzu,Mujer,i) 40 a 44 años,13
MILPA ALTA,Coametzu,Mujer,j) 45 a 49 años,11
MILPA ALTA,Coametzu,Mujer,k) 50 a 54 años,4
MILPA ALTA,Coametzu,Mujer,l) 55 a 59 años,5
MILPA ALTA,Coametzu,Mujer,m) 60 a 64 años,3
MILPA ALTA,Coametzu,Mujer,n) 65 a 69 años,0
MILPA ALTA,Coametzu,Mujer,o) 70 a 74 años,2
MILPA ALTA,Coametzu,Mujer,p) 75 a 79 años,1
MILPA ALTA,Coametzu,Mujer,q) 80 a 84 años,0
MILPA ALTA,Coametzu,Mujer,r) 85 años y más,0
MILPA ALTA,Tepetenco,Hombre,a) 0 a 4 años,10
MILPA ALTA,Tepetenco,Hombre,b) 5 a 9 años,11
MILPA ALTA,Tepetenco,Hombre,c) 10 a 14 años,16
MILPA ALTA,Tepetenco,Hombre,d) 15 a 19 años,19
MILPA ALTA,Tepetenco,Hombre,e) 20 a 24 años,11
MILPA ALTA,Tepetenco,Hombre,f) 25 a 29 años,13
MILPA ALTA,Tepetenco,Hombre,g) 30 a 34 años,9
MILPA ALTA,Tepetenco,Hombre,h) 35 a 39 años,7
MILPA ALTA,Tepetenco,Hombre,i) 40 a 44 años,7
MILPA ALTA,Tepetenco,Hombre,j) 45 a 49 años,11
MILPA ALTA,Tepetenco,Hombre,k) 50 a 54 años,7
MILPA ALTA,Tepetenco,Hombre,l) 55 a 59 años,5
MILPA ALTA,Tepetenco,Hombre,m) 60 a 64 años,10
MILPA ALTA,Tepetenco,Hombre,n) 65 a 69 años,4
MILPA ALTA,Tepetenco,Hombre,o) 70 a 74 años,2
MILPA ALTA,Tepetenco,Hombre,p) 75 a 79 años,1
MILPA ALTA,Tepetenco,Hombre,q) 80 a 84 años,0
MILPA ALTA,Tepetenco,Hombre,r) 85 años y más,0
MILPA ALTA,Tepetenco,Mujer,a) 0 a 4 años,10
MILPA ALTA,Tepetenco,Mujer,b) 5 a 9 años,15
MILPA ALTA,Tepetenco,Mujer,c) 10 a 14 años,21
MILPA ALTA,Tepetenco,Mujer,d) 15 a 19 años,14
MILPA ALTA,Tepetenco,Mujer,e) 20 a 24 años,11
MILPA ALTA,Tepetenco,Mujer,f) 25 a 29 años,10
MILPA ALTA,Tepetenco,Mujer,g) 30 a 34 años,13
MILPA ALTA,Tepetenco,Mujer,h) 35 a 39 años,16
MILPA ALTA,Tepetenco,Mujer,i) 40 a 44 años,13
MILPA ALTA,Tepetenco,Mujer,j) 45 a 49 años,11
MILPA ALTA,Tepetenco,Mujer,k) 50 a 54 años,9
MILPA ALTA,Tepetenco,Mujer,l) 55 a 59 años,7
MILPA ALTA,Tepetenco,Mujer,m) 60 a 64 años,1
MILPA ALTA,Tepetenco,Mujer,n) 65 a 69 años,4
MILPA ALTA,Tepetenco,Mujer,o) 70 a 74 años,2
MILPA ALTA,Tepetenco,Mujer,p) 75 a 79 años,2
MILPA ALTA,Tepetenco,Mujer,q) 80 a 84 años,0
MILPA ALTA,Tepetenco,Mujer,r) 85 años y más,1
MILPA ALTA,San Isidro Cuatepec,Hombre,a) 0 a 4 años,41
MILPA ALTA,San Isidro Cuatepec,Hombre,b) 5 a 9 años,40
MILPA ALTA,San Isidro Cuatepec,Hombre,c) 10 a 14 años,56
MILPA ALTA,San Isidro Cuatepec,Hombre,d) 15 a 19 años,41
MILPA ALTA,San Isidro Cuatepec,Hombre,e) 20 a 24 años,44
MILPA ALTA,San Isidro Cuatepec,Hombre,f) 25 a 29 años,46
MILPA ALTA,San Isidro Cuatepec,Hombre,g) 30 a 34 años,33
MILPA ALTA,San Isidro Cuatepec,Hombre,h) 35 a 39 años,34
MILPA ALTA,San Isidro Cuatepec,Hombre,i) 40 a 44 años,42
MILPA ALTA,San Isidro Cuatepec,Hombre,j) 45 a 49 años,44
MILPA ALTA,San Isidro Cuatepec,Hombre,k) 50 a 54 años,34
MILPA ALTA,San Isidro Cuatepec,Hombre,l) 55 a 59 años,19
MILPA ALTA,San Isidro Cuatepec,Hombre,m) 60 a 64 años,17
MILPA ALTA,San Isidro Cuatepec,Hombre,n) 65 a 69 años,4
MILPA ALTA,San Isidro Cuatepec,Hombre,o) 70 a 74 años,4
MILPA ALTA,San Isidro Cuatepec,Hombre,p) 75 a 79 años,4
MILPA ALTA,San Isidro Cuatepec,Hombre,q) 80 a 84 años,1
MILPA ALTA,San Isidro Cuatepec,Hombre,r) 85 años y más,2
MILPA ALTA,San Isidro Cuatepec,Mujer,a) 0 a 4 años,42
MILPA ALTA,San Isidro Cuatepec,Mujer,b) 5 a 9 años,53
MILPA ALTA,San Isidro Cuatepec,Mujer,c) 10 a 14 años,55
MILPA ALTA,San Isidro Cuatepec,Mujer,d) 15 a 19 años,55
MILPA ALTA,San Isidro Cuatepec,Mujer,e) 20 a 24 años,48
MILPA ALTA,San Isidro Cuatepec,Mujer,f) 25 a 29 años,57
MILPA ALTA,San Isidro Cuatepec,Mujer,g) 30 a 34 años,38
MILPA ALTA,San Isidro Cuatepec,Mujer,h) 35 a 39 años,39
MILPA ALTA,San Isidro Cuatepec,Mujer,i) 40 a 44 años,49
MILPA ALTA,San Isidro Cuatepec,Mujer,j) 45 a 49 años,37
MILPA ALTA,San Isidro Cuatepec,Mujer,k) 50 a 54 años,33
MILPA ALTA,San Isidro Cuatepec,Mujer,l) 55 a 59 años,21
MILPA ALTA,San Isidro Cuatepec,Mujer,m) 60 a 64 años,10
MILPA ALTA,San Isidro Cuatepec,Mujer,n) 65 a 69 años,12
MILPA ALTA,San Isidro Cuatepec,Mujer,o) 70 a 74 años,3
MILPA ALTA,San Isidro Cuatepec,Mujer,p) 75 a 79 años,2
MILPA ALTA,San Isidro Cuatepec,Mujer,q) 80 a 84 años,1
MILPA ALTA,San Isidro Cuatepec,Mujer,r) 85 años y más,2
MILPA ALTA,Xaluis,Hombre,a) 0 a 4 años,8
MILPA ALTA,Xaluis,Hombre,b) 5 a 9 años,16
MILPA ALTA,Xaluis,Hombre,c) 10 a 14 años,10
MILPA ALTA,Xaluis,Hombre,d) 15 a 19 años,10
MILPA ALTA,Xaluis,Hombre,e) 20 a 24 años,7
MILPA ALTA,Xaluis,Hombre,f) 25 a 29 años,9
MILPA ALTA,Xaluis,Hombre,g) 30 a 34 años,12
MILPA ALTA,Xaluis,Hombre,h) 35 a 39 años,4
MILPA ALTA,Xaluis,Hombre,i) 40 a 44 años,5
MILPA ALTA,Xaluis,Hombre,j) 45 a 49 años,6
MILPA ALTA,Xaluis,Hombre,k) 50 a 54 años,8
MILPA ALTA,Xaluis,Hombre,l) 55 a 59 años,3
MILPA ALTA,Xaluis,Hombre,m) 60 a 64 años,2
MILPA ALTA,Xaluis,Hombre,n) 65 a 69 años,1
MILPA ALTA,Xaluis,Hombre,o) 70 a 74 años,0
MILPA ALTA,Xaluis,Hombre,p) 75 a 79 años,1
MILPA ALTA,Xaluis,Hombre,q) 80 a 84 años,0
MILPA ALTA,Xaluis,Hombre,r) 85 años y más,0
MILPA ALTA,Xaluis,Mujer,a) 0 a 4 años,9
MILPA ALTA,Xaluis,Mujer,b) 5 a 9 años,6
MILPA ALTA,Xaluis,Mujer,c) 10 a 14 años,8
MILPA ALTA,Xaluis,Mujer,d) 15 a 19 años,6
MILPA ALTA,Xaluis,Mujer,e) 20 a 24 años,10
MILPA ALTA,Xaluis,Mujer,f) 25 a 29 años,12
MILPA ALTA,Xaluis,Mujer,g) 30 a 34 años,6
MILPA ALTA,Xaluis,Mujer,h) 35 a 39 años,7
MILPA ALTA,Xaluis,Mujer,i) 40 a 44 años,6
MILPA ALTA,Xaluis,Mujer,j) 45 a 49 años,5
MILPA ALTA,Xaluis,Mujer,k) 50 a 54 años,6
MILPA ALTA,Xaluis,Mujer,l) 55 a 59 años,2
MILPA ALTA,Xaluis,Mujer,m) 60 a 64 años,1
MILPA ALTA,Xaluis,Mujer,n) 65 a 69 años,1
MILPA ALTA,Xaluis,Mujer,o) 70 a 74 años,2
MILPA ALTA,Xaluis,Mujer,p) 75 a 79 años,2
MILPA ALTA,Xaluis,Mujer,q) 80 a 84 años,0
MILPA ALTA,Xaluis,Mujer,r) 85 años y más,0
MILPA ALTA,Tepetipac,Hombre,a) 0 a 4 años,10
MILPA ALTA,Tepetipac,Hombre,b) 5 a 9 años,12
MILPA ALTA,Tepetipac,Hombre,c) 10 a 14 años,10
MILPA ALTA,Tepetipac,Hombre,d) 15 a 19 años,18
